date,pm25,pm10,o3,no2,so2,co,psi,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year_month,year
2017-01-17,55.0,20.0,17.0,17.0,4.0,6.0,56.06187050359712,0.0,28.0,33.0,25.5,4.7,24.1,2017-01,2017
2017-01-20,42.0,18.0,10.0,17.0,7.0,6.0,56.06187050359712,5.4,26.4,29.8,23.3,4.7,29.2,2017-01,2017
2017-01-22,27.0,13.0,5.0,12.0,2.0,7.0,56.06187050359712,13.2,26.3,29.5,24.0,7.6,40.0,2017-01,2017
2017-01-25,22.0,15.0,12.0,8.0,4.546296296296297,5.0,56.06187050359712,0.0,25.6,29.2,22.8,5.8,28.1,2017-01,2017
2017-01-26,38.0,19.0,15.0,9.0,2.0,6.0,56.06187050359712,0.8,26.9,31.2,23.7,6.5,31.0,2017-01,2017
2017-01-27,43.0,21.0,16.0,8.0,2.0,6.0,56.06187050359712,0.0,27.2,30.6,25.4,9.4,39.6,2017-01,2017
2017-01-28,38.0,15.0,16.0,7.0,2.0,5.0,56.06187050359712,2.6,25.8,29.6,24.1,6.5,43.2,2017-01,2017
2017-01-29,32.0,14.0,11.0,9.0,4.546296296296297,6.0,56.06187050359712,0.0,26.2,28.4,24.5,5.8,24.1,2017-01,2017
2017-01-30,28.0,14.0,11.0,11.0,2.0,5.0,56.06187050359712,12.8,25.5,28.5,24.0,5.4,25.2,2017-01,2017
2017-01-31,38.0,18.0,16.0,11.0,2.0,5.0,56.06187050359712,0.0,26.7,29.9,24.7,7.2,27.4,2017-01,2017
2017-02-01,45.0,25.0,23.0,14.0,3.0,5.0,56.06187050359712,0.0,26.9,31.1,24.5,5.8,25.6,2017-02,2017
2017-02-02,67.0,23.0,20.0,12.0,4.0,5.0,56.06187050359712,1.0,27.3,31.4,25.5,4.0,21.2,2017-02,2017
2017-02-03,38.0,13.0,18.0,12.0,2.0,4.0,56.06187050359712,9.0,27.3,33.3,24.2,5.8,31.0,2017-02,2017
2017-02-05,33.0,13.0,19.0,10.0,3.0,5.0,56.06187050359712,0.0,27.2,33.0,24.7,5.4,29.5,2017-02,2017
2017-02-06,29.0,14.0,17.0,15.0,2.0,6.0,56.06187050359712,0.0,27.7,33.6,25.0,5.8,28.4,2017-02,2017
2017-02-08,53.0,24.0,28.0,19.0,3.0,8.0,56.06187050359712,8.6,26.5,31.6,24.1,4.7,30.2,2017-02,2017
2017-02-09,64.0,22.0,26.0,11.0,2.0,5.0,56.06187050359712,0.0,27.4,31.3,25.1,5.4,24.1,2017-02,2017
2017-02-10,54.0,23.0,24.0,11.0,2.0,5.0,56.06187050359712,0.0,27.4,31.9,24.6,8.6,31.7,2017-02,2017
2017-02-12,55.0,27.0,24.0,10.0,1.0,5.0,56.06187050359712,1.2,25.9,29.0,24.6,9.4,38.2,2017-02,2017
2017-02-15,32.0,20.0,20.0,14.0,1.0,4.0,56.06187050359712,8.0,25.1,28.8,22.6,8.6,37.8,2017-02,2017
2017-02-16,47.0,27.0,18.0,13.0,1.0,4.0,56.06187050359712,0.2,26.3,29.3,24.1,9.0,36.7,2017-02,2017
2017-02-17,47.0,22.0,15.0,12.0,2.0,5.0,56.06187050359712,0.0,26.9,31.0,24.3,8.6,35.3,2017-02,2017
2017-02-18,47.0,23.0,18.0,9.0,2.0,4.0,56.06187050359712,0.0,26.7,30.4,24.6,9.0,34.2,2017-02,2017
2017-02-19,50.0,21.0,15.0,10.0,1.0,5.0,56.06187050359712,0.0,27.4,31.3,25.0,8.6,36.0,2017-02,2017
2017-02-20,41.0,17.0,12.0,12.0,2.0,5.0,56.06187050359712,0.0,27.5,31.7,25.1,7.9,31.0,2017-02,2017
2017-02-21,42.0,20.0,18.0,9.0,1.0,5.0,56.06187050359712,3.6,27.0,31.3,24.8,5.8,27.4,2017-02,2017
2017-02-22,44.0,16.0,18.0,18.0,2.0,5.0,56.06187050359712,0.0,27.5,31.6,25.0,6.5,34.2,2017-02,2017
2017-02-25,39.0,18.0,16.0,10.0,1.0,5.0,56.06187050359712,0.8,26.5,32.1,23.9,5.0,26.6,2017-02,2017
2017-02-26,41.0,16.0,14.0,9.0,2.0,4.0,56.06187050359712,0.2,27.4,31.1,25.2,6.5,27.7,2017-02,2017
2017-02-27,34.0,19.0,11.0,11.0,2.0,4.0,56.06187050359712,1.6,27.2,30.2,24.9,8.3,40.0,2017-02,2017
2017-02-28,46.0,17.0,10.0,9.0,2.0,4.0,56.06187050359712,6.2,26.5,30.5,24.9,6.8,35.3,2017-02,2017
2017-03-02,36.0,23.0,12.0,11.0,1.0,4.0,56.06187050359712,0.6,26.7,30.7,24.5,8.3,34.6,2017-03,2017
2017-03-05,60.0,25.0,18.0,14.0,3.0,5.0,56.06187050359712,8.6,26.8,31.2,24.3,6.1,33.5,2017-03,2017
2017-03-08,55.0,27.0,30.0,14.0,2.0,5.0,56.06187050359712,0.0,27.2,31.8,24.4,7.9,28.8,2017-03,2017
2017-03-09,69.0,26.0,23.0,10.0,2.0,4.0,56.06187050359712,0.0,27.1,31.9,24.2,8.3,32.4,2017-03,2017
2017-03-10,54.0,24.0,25.0,12.0,2.0,4.0,56.06187050359712,0.0,27.0,31.0,24.6,7.9,28.1,2017-03,2017
2017-03-11,57.0,22.0,30.0,19.0,2.0,5.0,56.06187050359712,0.2,27.3,32.0,24.6,6.1,25.9,2017-03,2017
2017-03-12,53.0,27.0,36.0,20.0,7.0,6.0,56.06187050359712,1.4,26.7,30.4,24.2,4.7,20.9,2017-03,2017
2017-03-13,78.0,33.0,31.0,21.0,8.0,5.0,56.06187050359712,0.4,28.0,33.2,25.3,5.0,24.8,2017-03,2017
2017-03-18,69.0,25.0,33.0,16.0,3.0,6.0,56.06187050359712,0.0,28.5,33.2,25.2,5.8,30.6,2017-03,2017
2017-03-19,68.0,23.0,19.0,17.0,3.0,6.0,56.06187050359712,2.6,28.2,33.6,25.4,4.3,21.2,2017-03,2017
2017-03-20,42.0,18.0,32.0,20.0,2.0,6.0,56.06187050359712,9.4,26.5,29.1,24.4,4.7,34.2,2017-03,2017
2017-03-21,55.0,18.0,13.0,15.0,4.0,6.0,56.06187050359712,13.4,27.9,35.2,25.2,5.0,36.4,2017-03,2017
2017-03-22,36.0,22.0,22.0,14.0,2.0,6.0,56.06187050359712,2.2,27.5,33.5,24.8,5.4,40.7,2017-03,2017
2017-03-23,62.0,23.0,36.0,21.0,7.0,4.0,56.06187050359712,0.0,28.7,34.0,25.5,6.5,25.9,2017-03,2017
2017-03-25,62.0,24.0,29.0,13.0,3.0,7.0,56.06187050359712,1.0,27.6,32.8,24.5,5.0,30.2,2017-03,2017
2017-03-26,59.0,18.0,20.0,12.0,2.0,6.0,56.06187050359712,0.2,29.0,33.8,25.6,6.1,30.6,2017-03,2017
2017-03-27,38.0,19.0,8.0,17.0,3.0,8.0,56.06187050359712,0.0,28.8,32.6,26.4,6.5,30.6,2017-03,2017
2017-03-28,39.0,19.0,17.0,21.0,3.0,6.0,56.06187050359712,1.2,26.4,27.9,24.7,4.3,23.4,2017-03,2017
2017-03-29,47.0,22.0,7.0,21.0,4.0,7.0,56.06187050359712,12.0,26.8,31.2,25.3,3.6,23.8,2017-03,2017
2016-10-01,61.0,21.0,22.0,12.0,5.0,5.0,56.0,1.2,28.0,32.0,25.6,5.4,33.1,2016-10,2016
2016-10-02,62.0,26.0,10.0,19.0,5.0,5.0,59.0,0.4,30.2,34.2,27.0,6.1,35.6,2016-10,2016
2016-10-03,67.0,27.0,21.0,15.0,6.0,5.0,61.0,5.6,27.9,31.2,24.0,6.5,36.4,2016-10,2016
2016-10-06,89.0,29.0,3.0,15.0,8.0,3.0,55.0,0.4,28.1,30.5,25.1,4.3,30.6,2016-10,2016
2016-10-08,48.0,20.0,15.0,17.0,8.0,3.0,53.0,0.2,28.4,32.2,24.8,4.7,23.0,2016-10,2016
2016-10-09,57.0,21.0,21.0,14.0,7.0,3.0,57.0,0.0,29.2,33.2,26.2,4.7,25.2,2016-10,2016
2016-10-10,57.0,20.0,23.0,9.0,2.0,2.0,48.0,0.0,29.7,34.1,26.4,6.5,31.7,2016-10,2016
2016-10-17,38.0,16.0,12.0,9.0,5.0,4.0,48.0,0.0,29.1,31.9,27.1,7.2,27.7,2016-10,2016
2016-10-20,61.0,23.0,18.0,20.0,8.0,2.0,57.0,0.0,29.4,33.4,26.4,5.8,23.8,2016-10,2016
2016-10-21,60.0,20.0,14.0,12.0,5.0,2.0,48.0,0.0,29.2,34.4,26.3,5.0,25.6,2016-10,2016
2016-10-22,39.0,19.0,28.0,14.0,2.0,1.0,60.0,0.0,28.4,30.6,25.2,6.5,34.2,2016-10,2016
2016-10-23,68.0,31.0,8.0,22.0,4.0,3.0,62.0,0.2,28.5,32.2,26.3,3.6,19.4,2016-10,2016
2016-10-26,49.0,20.0,7.0,13.0,7.0,2.0,46.0,1.2,27.5,32.4,24.1,5.0,24.8,2016-10,2016
2016-10-30,34.0,18.0,11.0,16.0,7.0,2.0,53.0,0.6,27.2,30.4,24.6,4.3,27.7,2016-10,2016
2016-10-31,56.0,19.0,12.0,16.0,10.0,2.0,48.0,0.0,28.7,32.5,25.4,5.4,25.2,2016-10,2016
2016-11-06,25.0,20.0,7.0,17.0,4.0,4.0,54.0,0.4,28.5,32.1,25.1,5.4,24.5,2016-11,2016
2016-11-07,66.0,23.0,13.0,15.0,10.0,7.0,54.0,2.4,26.8,28.7,25.8,4.0,24.1,2016-11,2016
2016-11-08,55.0,25.0,24.0,18.0,12.0,6.0,57.0,0.0,29.2,34.3,24.9,4.7,23.4,2016-11,2016
2016-11-09,63.0,24.0,15.0,18.0,7.0,5.0,56.0,8.4,28.3,31.5,24.2,4.7,24.5,2016-11,2016
2016-11-15,44.0,16.0,7.0,15.0,5.0,5.0,47.0,0.2,27.2,31.9,24.1,4.7,30.2,2016-11,2016
2016-11-21,36.0,18.0,7.0,18.0,10.0,5.0,51.0,0.0,28.2,31.8,25.4,6.1,24.8,2016-11,2016
2016-11-23,34.0,15.0,15.0,17.0,9.0,7.0,48.0,0.2,27.9,31.1,24.2,6.1,34.9,2016-11,2016
2016-11-24,48.0,20.0,23.0,19.0,6.0,6.0,49.0,0.0,27.7,32.7,25.5,5.4,24.5,2016-11,2016
2016-12-03,46.0,22.0,19.0,17.0,11.0,7.0,54.0,4.4,27.6,30.5,24.6,3.6,18.7,2016-12,2016
2016-12-04,53.0,16.0,15.0,10.0,5.0,7.0,46.0,0.8,29.0,34.1,26.0,5.4,20.9,2016-12,2016
2016-12-05,41.0,20.0,22.0,19.0,6.0,8.0,52.0,9.0,29.1,34.7,26.0,5.4,25.6,2016-12,2016
2016-12-07,43.0,17.0,25.0,11.0,2.0,6.0,56.06187050359712,0.2,28.3,33.8,26.2,5.4,23.8,2016-12,2016
2016-12-08,37.0,16.0,11.0,13.0,1.0,6.0,56.06187050359712,0.0,28.7,32.7,26.2,5.4,28.4,2016-12,2016
2016-12-09,35.0,14.0,19.0,8.0,1.0,5.0,56.06187050359712,11.8,26.8,31.1,24.8,4.0,38.9,2016-12,2016
2016-12-10,33.0,14.0,17.0,7.0,4.546296296296297,5.0,56.06187050359712,2.4,27.4,30.4,24.4,4.7,24.1,2016-12,2016
2016-12-11,32.0,12.0,19.0,7.0,2.0,5.0,56.06187050359712,1.0,26.1,29.5,23.8,6.1,32.4,2016-12,2016
2016-12-12,26.0,17.0,29.0,14.0,2.0,6.0,56.06187050359712,0.0,28.0,32.0,25.2,8.3,36.0,2016-12,2016
2016-12-13,56.0,20.0,26.0,15.0,2.0,6.0,56.06187050359712,0.6,28.1,32.7,25.1,5.4,29.5,2016-12,2016
2016-12-14,50.0,22.0,26.0,10.0,2.0,6.0,56.06187050359712,0.2,28.4,33.4,25.4,5.0,36.7,2016-12,2016
2016-12-15,71.0,29.0,25.0,21.0,4.0,6.0,56.06187050359712,0.0,28.8,32.5,26.2,5.4,28.1,2016-12,2016
2016-12-16,79.0,29.0,11.0,18.0,5.0,4.4577714691270405,56.06187050359712,0.0,28.6,33.7,26.4,5.0,21.2,2016-12,2016
2016-12-17,62.0,18.0,15.0,11.0,2.0,6.0,56.06187050359712,10.6,26.8,31.1,24.6,5.4,24.1,2016-12,2016
2016-12-18,34.0,14.0,19.0,10.0,1.0,6.0,56.06187050359712,13.6,26.7,31.3,23.0,5.0,32.8,2016-12,2016
2016-12-19,39.0,13.0,18.0,7.0,1.0,5.0,56.06187050359712,1.2,28.0,32.4,25.2,7.2,30.6,2016-12,2016
2016-12-20,20.0,11.0,24.0,11.0,2.0,5.0,56.06187050359712,0.8,28.1,32.5,25.0,9.0,42.1,2016-12,2016
2016-12-21,31.0,14.0,13.0,16.0,2.0,6.0,56.06187050359712,0.6,28.2,33.1,25.9,6.5,30.2,2016-12,2016
2016-12-26,19.0,9.0,10.0,8.0,4.546296296296297,5.0,56.06187050359712,0.0,26.5,30.2,23.9,5.8,22.7,2016-12,2016
2016-12-27,20.0,10.0,6.0,13.0,4.546296296296297,6.0,56.06187050359712,1.2,25.9,29.6,24.4,6.5,32.0,2016-12,2016
2016-12-29,45.0,22.0,20.0,13.0,1.0,6.0,56.06187050359712,0.0,27.3,31.0,25.1,6.1,29.9,2016-12,2016
2016-12-30,33.0,11.0,12.0,11.0,1.0,6.0,56.06187050359712,8.4,26.9,32.4,23.9,6.5,35.6,2016-12,2016
2016-12-31,28.0,15.0,28.0,19.0,4.546296296296297,4.4577714691270405,56.06187050359712,0.0,26.6,29.3,24.4,4.7,25.6,2016-12,2016
2017-01-01,33.0,16.0,11.0,15.0,2.0,5.0,56.06187050359712,4.0,26.9,30.7,25.2,5.8,37.4,2017-01,2017
2016-07-01,58.0,27.0,22.0,11.0,3.0,4.0,57.0,0.0,30.0,33.9,26.9,7.2,23.8,2016-07,2016
2016-07-02,58.0,29.0,24.0,8.0,3.0,3.0,52.0,0.0,30.2,34.3,28.3,7.9,25.6,2016-07,2016
2016-07-03,52.0,24.0,21.0,10.0,3.0,4.0,48.0,0.0,30.2,34.6,28.2,8.6,27.4,2016-07,2016
2016-07-05,41.0,16.0,11.0,10.0,4.0,4.0,46.0,0.0,30.3,33.7,28.0,8.6,31.0,2016-07,2016
2016-07-06,39.0,19.0,13.0,12.0,7.0,4.0,53.0,0.4,29.4,32.9,25.5,6.1,25.2,2016-07,2016
2016-07-08,38.0,17.0,15.0,12.0,6.0,2.0,47.0,3.6,28.7,31.2,24.4,6.1,39.6,2016-07,2016
2016-07-10,33.0,15.0,6.0,16.0,6.0,3.0,50.0,0.0,30.1,33.7,27.2,5.8,29.5,2016-07,2016
2016-07-11,42.0,16.0,14.0,14.0,6.0,3.0,48.0,11.6,27.8,30.4,24.6,5.0,35.6,2016-07,2016
2016-07-14,56.0,18.0,5.0,15.0,7.0,5.0,48.0,5.6,26.8,29.4,24.0,4.3,40.0,2016-07,2016
2016-07-16,59.0,19.0,31.0,16.0,8.0,4.0,50.0,0.0,28.5,32.7,25.3,4.3,26.3,2016-07,2016
2016-07-27,58.0,23.0,10.0,17.0,4.0,3.0,56.0,0.0,28.3,32.7,24.7,4.0,20.9,2016-07,2016
2016-07-28,60.0,20.0,15.0,17.0,6.0,3.0,50.0,6.8,27.4,31.0,24.3,4.7,35.6,2016-07,2016
2016-07-29,50.0,17.0,13.0,15.0,5.0,2.0,51.0,0.0,28.8,32.4,25.5,5.8,27.4,2016-07,2016
2016-07-30,46.0,18.0,11.0,16.0,4.0,2.0,48.0,0.0,29.0,31.7,26.7,4.7,22.0,2016-07,2016
2016-08-02,55.0,19.0,13.0,17.0,9.0,2.0,50.0,0.0,29.5,33.2,27.4,7.6,29.9,2016-08,2016
2016-08-04,44.0,18.0,17.0,16.0,5.0,2.0,55.0,0.0,28.9,31.1,27.2,6.8,29.5,2016-08,2016
2016-08-05,54.0,20.0,14.0,19.0,4.0,4.0,56.0,0.4,29.6,33.2,27.2,6.5,25.9,2016-08,2016
2016-08-07,67.0,29.0,22.0,14.0,6.0,3.0,61.0,0.2,29.3,32.5,26.1,6.1,31.7,2016-08,2016
2016-08-10,41.0,18.0,10.0,18.0,6.0,5.0,53.0,0.0,30.2,33.1,28.0,6.1,25.6,2016-08,2016
2016-08-12,51.0,23.0,21.0,21.0,6.0,4.0,61.0,1.2,29.3,31.6,26.7,5.0,32.0,2016-08,2016
2016-08-13,72.0,26.0,19.0,16.0,10.0,4.0,58.0,0.0,29.5,32.9,26.9,5.0,25.2,2016-08,2016
2016-08-14,64.0,20.0,20.0,14.0,10.0,2.0,48.0,0.0,29.2,33.0,26.7,7.6,33.1,2016-08,2016
2016-08-16,35.0,16.0,10.0,13.0,4.0,4.0,46.0,0.0,29.7,32.6,25.9,6.8,26.6,2016-08,2016
2016-08-17,43.0,19.0,10.0,10.0,5.0,2.0,49.0,0.0,29.2,32.8,26.4,6.8,28.4,2016-08,2016
2016-08-29,70.0,17.0,7.0,13.0,7.0,4.0,49.0,0.0,29.4,33.3,26.0,6.8,29.2,2016-08,2016
2016-08-30,50.0,20.0,9.0,9.0,11.0,2.0,56.0,4.0,27.7,30.0,25.3,5.8,35.3,2016-08,2016
2016-08-31,55.0,20.0,4.0,14.0,5.0,5.0,55.0,9.4,28.4,32.8,25.0,4.3,26.6,2016-08,2016
2016-09-01,54.0,19.0,13.0,16.0,7.0,4.0,50.0,3.8,26.8,30.5,24.5,3.6,29.2,2016-09,2016
2016-09-02,49.0,21.0,13.0,17.0,8.0,6.0,61.0,0.0,28.5,33.3,24.5,5.0,23.4,2016-09,2016
2016-09-07,44.0,18.0,11.0,13.0,5.0,3.0,52.0,15.4,27.5,28.9,23.4,6.5,42.5,2016-09,2016
2016-09-08,51.0,18.0,10.0,14.0,5.0,4.0,53.0,0.0,29.3,32.2,27.7,6.1,33.1,2016-09,2016
2016-09-09,54.0,25.0,9.0,16.0,4.0,5.0,55.0,0.8,27.5,32.1,24.7,5.0,38.5,2016-09,2016
2016-09-10,58.0,19.0,13.0,12.0,5.0,3.0,48.0,5.8,27.1,30.6,22.8,5.0,30.6,2016-09,2016
2016-09-11,43.0,18.0,8.0,18.0,7.0,2.0,52.0,0.0,28.8,32.4,24.7,6.1,41.8,2016-09,2016
2016-09-12,56.0,21.0,12.0,15.0,5.0,4.0,51.0,12.0,26.1,28.0,24.7,3.6,27.4,2016-09,2016
2016-09-15,56.0,18.0,13.0,17.0,8.0,4.0,47.0,0.0,29.1,33.3,25.5,4.7,23.8,2016-09,2016
2016-09-17,50.0,21.0,21.0,19.0,6.0,2.0,58.0,0.0,29.0,32.1,25.4,4.7,26.6,2016-09,2016
2016-09-20,33.0,14.0,12.0,13.0,3.0,5.0,46.0,2.6,28.1,32.0,24.2,8.3,39.6,2016-09,2016
2016-09-21,42.0,23.0,27.0,17.0,3.0,6.0,61.0,1.2,28.0,33.3,24.2,6.1,35.3,2016-09,2016
2016-09-22,66.0,22.0,18.0,16.0,4.0,3.0,53.0,0.0,28.3,32.5,25.9,5.0,23.4,2016-09,2016
2016-09-25,56.0,27.0,24.0,21.0,10.0,3.0,60.0,0.6,28.9,32.1,25.2,5.4,31.3,2016-09,2016
2016-09-28,66.0,25.0,19.0,15.0,3.0,2.0,49.0,0.0,29.7,34.7,26.6,6.5,28.4,2016-09,2016
2016-09-29,54.0,24.0,20.0,21.0,2.0,4.0,61.0,0.0,29.5,33.9,26.3,5.8,33.8,2016-09,2016
2016-09-30,72.0,27.0,12.0,22.0,5.0,5.0,57.0,0.4,28.6,35.2,25.3,5.0,33.8,2016-09,2016
2016-04-01,78.0,29.0,23.0,9.0,1.0,5.0,60.0,0.0,29.2,34.4,26.3,7.9,33.5,2016-04,2016
2016-04-02,64.0,23.0,16.0,9.0,2.0,4.0,52.0,0.0,29.5,34.6,25.8,7.6,34.2,2016-04,2016
2016-04-04,57.0,21.0,17.0,10.0,1.0,5.0,53.0,0.2,29.2,33.4,26.6,6.8,29.2,2016-04,2016
2016-04-05,55.0,22.0,26.0,11.0,2.0,5.0,57.0,9.8,28.6,32.8,26.5,6.1,31.3,2016-04,2016
2016-04-06,58.0,26.0,33.0,12.0,2.0,7.0,60.0,0.0,29.2,34.1,25.9,6.5,28.8,2016-04,2016
2016-04-07,67.0,28.0,31.0,13.0,3.0,7.0,61.0,0.0,29.1,34.6,25.9,5.4,26.3,2016-04,2016
2016-04-10,74.0,25.0,23.0,15.0,3.0,3.0,60.0,0.0,29.2,35.5,25.4,5.8,29.9,2016-04,2016
2016-04-12,83.0,27.0,23.0,17.0,4.0,4.0,62.0,8.8,30.0,34.2,25.9,5.4,32.8,2016-04,2016
2016-04-17,47.0,21.0,29.0,19.0,9.0,5.0,62.0,1.8,29.8,34.9,26.3,6.5,32.4,2016-04,2016
2016-04-19,65.0,28.0,9.0,18.0,2.0,7.0,62.0,0.0,30.4,35.0,27.6,7.2,31.7,2016-04,2016
2016-04-20,70.0,25.0,26.0,13.0,2.0,6.0,59.0,9.2,28.9,33.0,27.3,5.0,24.5,2016-04,2016
2016-04-21,67.0,24.0,16.0,17.0,2.0,5.0,56.0,0.0,30.0,35.0,26.9,7.2,26.3,2016-04,2016
2016-04-24,53.0,16.0,11.0,15.0,3.0,2.0,48.0,1.2,28.9,32.3,27.0,4.7,25.2,2016-04,2016
2016-05-01,73.0,18.0,14.0,16.0,3.0,2.0,47.0,0.0,29.8,34.6,26.0,5.4,27.4,2016-05,2016
2016-05-02,44.0,22.0,16.0,17.0,2.0,3.0,53.0,15.4,28.7,33.9,25.6,4.3,36.4,2016-05,2016
2016-05-04,32.0,17.0,19.0,18.0,2.0,8.0,53.0,0.0,30.8,35.0,27.4,6.5,24.5,2016-05,2016
2016-05-05,61.0,24.0,16.0,18.0,2.0,7.0,57.0,7.0,29.3,33.8,27.3,4.3,27.0,2016-05,2016
2016-05-10,27.0,14.0,16.0,22.0,4.0,7.0,52.0,0.0,30.4,34.6,27.3,5.8,27.0,2016-05,2016
2016-05-12,51.0,19.0,4.0,12.0,3.0,6.0,51.0,0.2,29.0,33.7,26.8,4.3,29.2,2016-05,2016
2016-05-13,51.0,21.0,6.0,19.0,8.0,5.0,53.0,5.0,28.3,32.0,24.6,4.3,32.4,2016-05,2016
2016-05-14,57.0,21.0,20.0,17.0,10.0,5.0,54.0,3.8,27.5,32.9,25.6,3.6,33.1,2016-05,2016
2016-05-17,86.0,31.0,10.0,20.0,8.0,5.0,54.0,13.2,28.8,34.2,26.4,3.6,30.2,2016-05,2016
2016-05-18,60.0,20.0,7.0,20.0,4.0,5.0,55.0,7.6,27.8,32.5,26.1,4.3,24.1,2016-05,2016
2016-05-19,55.0,17.0,16.0,16.0,7.0,2.0,47.0,0.0,28.6,33.1,25.9,4.3,20.5,2016-05,2016
2016-05-23,43.0,16.0,15.0,15.0,5.0,2.0,46.0,0.4,29.5,34.4,25.5,4.7,29.9,2016-05,2016
2016-06-01,61.0,22.0,13.0,22.0,4.0,3.0,58.0,1.4,27.6,30.1,26.1,4.3,31.7,2016-06,2016
2016-06-05,68.0,21.0,19.0,16.0,7.0,1.0,51.0,0.0,28.4,33.1,25.5,4.0,18.0,2016-06,2016
2016-06-06,46.0,17.0,16.0,17.0,3.0,1.0,53.0,0.0,29.8,33.0,27.4,4.7,23.4,2016-06,2016
2016-06-10,61.0,20.0,9.0,18.0,6.0,3.0,49.0,1.0,28.3,32.7,25.8,3.6,22.0,2016-06,2016
2016-06-13,36.0,18.0,14.0,16.0,5.0,3.0,55.0,0.0,28.9,32.5,26.1,4.3,25.6,2016-06,2016
2016-06-14,55.0,19.0,9.0,19.0,7.0,3.0,52.0,0.2,28.8,32.2,26.6,5.0,25.9,2016-06,2016
2016-06-18,44.0,22.0,25.0,16.0,2.0,5.0,51.0,0.4,26.9,30.3,24.7,3.6,18.7,2016-06,2016
2016-06-20,46.0,17.0,15.0,21.0,5.0,4.0,52.0,0.0,28.8,32.1,25.8,5.4,28.1,2016-06,2016
2016-06-21,49.0,22.0,5.0,22.0,6.0,4.0,55.0,0.2,29.1,32.2,26.9,3.6,22.0,2016-06,2016
2016-06-22,55.0,19.0,14.0,7.0,4.0,2.0,49.0,3.8,27.0,31.8,24.5,4.7,30.2,2016-06,2016
2016-06-28,45.0,23.0,22.0,16.0,10.0,3.0,52.0,0.0,30.2,34.2,27.4,6.1,27.4,2016-06,2016
2016-06-29,53.0,25.0,22.0,18.0,8.0,3.0,55.0,0.0,31.0,34.5,28.0,5.8,24.8,2016-06,2016
